Year,Month,DOMESTIC,Code
2012,4,1248748,IAH
2012,5,1309413,IAH
2012,6,1349918,IAH
2012,7,1359565,IAH
2012,8,1313780,IAH
2012,9,1108994,IAH
2012,10,1207398,IAH
2012,11,1188212,IAH
2012,12,1195622,IAH
2013,1,1125950,IAH
2013,2,1059035,IAH
2013,3,1261911,IAH
2013,4,1175697,IAH
2013,5,1270301,IAH
2013,6,1326898,IAH
2013,7,1315762,IAH
2013,8,1269081,IAH
2013,9,1105864,IAH
2013,10,1207595,IAH
2013,11,1163500,IAH
2013,12,1276646,IAH
2014,1,1122642,IAH
2014,2,1081987,IAH
2014,3,1292441,IAH
2014,4,1178387,IAH
2014,5,1291450,IAH
2014,6,1299147,IAH
2014,7,1376733,IAH
2014,8,1308951,IAH
2014,9,1170439,IAH
2014,10,1305649,IAH
2014,11,1238351,IAH
2014,12,1309426,IAH
2015,1,1176760,IAH
2015,2,1095443,IAH
2015,3,1293580,IAH
2015,4,1245000,IAH
2015,5,1336413,IAH
2015,6,1374436,IAH
2015,7,1429082,IAH
2015,8,1312525,IAH
2015,9,1199266,IAH
2015,10,1345381,IAH
2015,11,1307664,IAH
2015,12,1344847,IAH
2016,1,1206271,IAH
2016,2,1121224,IAH
2016,3,1245703,IAH
2016,4,1171790,IAH
2016,5,1280153,IAH
2016,6,1335173,IAH
2016,7,1323526,IAH
2016,8,1229629,IAH
2016,9,1152382,IAH
2016,10,1246283,IAH
2016,11,1204732,IAH
2016,12,1255749,IAH
2017,1,1158594,IAH
2017,2,1065796,IAH
2017,3,1272093,IAH
2017,4,1180271,IAH
2017,5,1303101,IAH
2017,6,1344076,IAH
2017,7,1360897,IAH
2017,8,1063956,IAH
2017,9,977831,IAH
2017,10,1246499,IAH
2017,11,1261772,IAH
2017,12,1294500,IAH
2018,1,1136620,IAH
2018,2,1106904,IAH
2018,3,1320275,IAH
2018,4,1308167,IAH
2018,5,1379087,IAH
2018,6,1459851,IAH
2018,7,1504368,IAH
2018,8,1404839,IAH
2002,10,612442,JFK
2002,11,581676,JFK
2002,12,699241,JFK
2003,1,621399,JFK
2003,2,568540,JFK
2003,3,667845,JFK
2003,4,663250,JFK
2003,5,642524,JFK
2003,6,673732,JFK
2003,7,812152,JFK
2003,8,788365,JFK
2003,9,588379,JFK
2003,10,693828,JFK
2003,11,675247,JFK
2003,12,773956,JFK
2004,1,690145,JFK
2004,2,692862,JFK
2004,3,796897,JFK
2004,4,847346,JFK
2004,5,800658,JFK
2004,6,862122,JFK
2004,7,995869,JFK
2004,8,1004811,JFK
2004,9,717881,JFK
2004,10,855339,JFK
2004,11,826229,JFK
2004,12,891376,JFK
2005,1,808722,JFK
2005,2,776136,JFK
2005,3,955440,JFK
2005,4,933765,JFK
2005,5,899456,JFK
2005,6,947863,JFK
2005,7,1111863,JFK
2005,8,1072926,JFK
2005,9,775953,JFK
2005,10,829913,JFK
2005,11,890132,JFK
2005,12,925739,JFK
2006,1,848899,JFK
2006,2,773149,JFK
2006,3,948653,JFK
2006,4,955169,JFK
2006,5,870453,JFK
2006,6,943149,JFK
2006,7,1105676,JFK
2006,8,1086334,JFK
2006,9,844020,JFK
2006,10,988603,JFK
2006,11,991399,JFK
2006,12,1036237,JFK
2007,1,955506,JFK
2007,2,833932,JFK
2007,3,1083416,JFK
2007,4,1075930,JFK
2007,5,1092079,JFK
2007,6,1110430,JFK
2007,7,1231490,JFK
2007,8,1228913,JFK
2007,9,959361,JFK
2007,10,1052152,JFK
2007,11,1032271,JFK
2007,12,1033487,JFK
2008,1,950531,JFK
2008,2,900436,JFK
2008,3,1089610,JFK
2008,4,1065183,JFK
2008,5,1082969,JFK
2008,6,1125329,JFK
2008,7,1265201,JFK
2008,8,1213087,JFK
2008,9,926730,JFK
2008,10,1003129,JFK
2008,11,945824,JFK
2008,12,1020675,JFK
2009,1,883040,JFK
2009,2,833411,JFK
2009,3,997754,JFK
2009,4,1023165,JFK
2009,5,1040946,JFK
2009,6,1066992,JFK
2009,7,1204037,JFK
2009,8,1180984,JFK
2009,9,902535,JFK
2009,10,973578,JFK
2009,11,907580,JFK
2009,12,966276,JFK
2010,1,852302,JFK
2010,2,751583,JFK
2010,3,985765,JFK
2010,4,915337,JFK
2010,5,966020,JFK
2010,6,993110,JFK
2010,7,1135253,JFK
2010,8,1107625,JFK
2010,9,920603,JFK
2010,10,1015697,JFK
2010,11,952443,JFK
2010,12,951972,JFK
2011,1,860442,JFK
2011,2,806026,JFK
2011,3,1009912,JFK
2011,4,997188,JFK
2011,5,1027829,JFK
2011,6,1041455,JFK
2011,7,1180319,JFK
2011,8,1084316,JFK
2011,9,935908,JFK
2011,10,1003955,JFK
2011,11,961813,JFK
2011,12,970460,JFK
2012,1,900373,JFK
2012,2,855643,JFK
2012,3,1052672,JFK
2012,4,1009278,JFK
2012,5,1018812,JFK
2012,6,1064923,JFK
2012,7,1167626,JFK
2012,8,1158267,JFK
2012,9,945990,JFK
2012,10,964615,JFK
2012,11,940325,JFK
2012,12,1010049,JFK
2013,1,937083,JFK
2013,2,823324,JFK
2013,3,1046602,JFK
2013,4,943975,JFK
2013,5,1016442,JFK
2013,6,1046564,JFK
2013,7,1151275,JFK
2013,8,1136472,JFK
2013,9,920954,JFK
2013,10,1003247,JFK
2013,11,904169,JFK
2013,12,1038037,JFK
2014,1,866387,JFK
2014,2,807612,JFK
2014,3,1010959,JFK
2014,4,1045589,JFK
2014,5,1081282,JFK
2014,6,1097910,JFK
2014,7,1208117,JFK
2014,8,1201407,JFK
2014,9,978965,JFK
2014,10,1087714,JFK
2014,11,981717,JFK
2014,12,1098969,JFK
2015,1,941285,JFK
2015,2,876661,JFK
2015,3,1075427,JFK
2015,4,1088856,JFK
2015,5,1141202,JFK
2015,6,1159556,JFK
2015,7,1271834,JFK
2015,8,1245569,JFK
2015,9,1019901,JFK
2015,10,1143591,JFK
2015,11,1043124,JFK
2015,12,1129645,JFK
2016,1,984000,JFK
2016,2,966301,JFK
2016,3,1165379,JFK
2016,4,1124187,JFK
2016,5,1154146,JFK
2016,6,1216211,JFK
2016,7,1285653,JFK
2016,8,1236095,JFK
2016,9,1032095,JFK
2016,10,1119211,JFK
2016,11,1074599,JFK
2016,12,1144559,JFK
2017,1,1050476,JFK
2017,2,939108,JFK
2017,3,1140353,JFK
2017,4,1133813,JFK
2017,5,1154409,JFK
2017,6,1202408,JFK
2017,7,1265132,JFK
2017,8,1256698,JFK
2017,9,1004018,JFK
2017,10,1107668,JFK
2017,11,1063833,JFK
2017,12,1113334,JFK
2018,1,977889,JFK
2018,2,958839,JFK
2018,3,1161846,JFK
2018,4,1143601,JFK
2018,5,1211112,JFK
2018,6,1258990,JFK
2018,7,1356877,JFK
2018,8,1328917,JFK
2002,10,1211108,LAS
2002,11,1180223,LAS
2002,12,1174078,LAS
2003,1,1253995,LAS
2003,2,1178244,LAS
2003,3,1399653,LAS
2003,4,1294743,LAS
2003,5,1353836,LAS
2003,6,1396773,LAS
2003,7,1443385,LAS
2003,8,1462733,LAS
2003,9,1320668,LAS
2003,10,1443634,LAS
2003,11,1340729,LAS
2003,12,1264755,LAS
2004,1,1330626,LAS
2004,2,1372696,LAS
2004,3,1620655,LAS
2004,4,1582143,LAS
2004,5,1629677,LAS
2004,6,1603461,LAS
2004,7,1644886,LAS
2004,8,1650277,LAS
2004,9,1524120,LAS
2004,10,1670015,LAS
2004,11,1553246,LAS
2004,12,1464711,LAS
2005,1,1507019,LAS
2005,2,1407073,LAS
2005,3,1743505,LAS
2005,4,1679709,LAS
2005,5,1800535,LAS
2005,6,1733541,LAS
2005,7,1807535,LAS
2005,8,1775183,LAS
2005,9,1626122,LAS
2005,10,1753227,LAS
2005,11,1651270,LAS
2005,12,1569592,LAS
2006,1,1587055,LAS
2006,2,1524273,LAS
2006,3,1823142,LAS
2006,4,1769305,LAS
2006,5,1794851,LAS
2006,6,1783290,LAS
2006,7,1835127,LAS
2006,8,1794837,LAS
2006,9,1638038,LAS
2006,10,1798861,LAS
2006,11,1691653,LAS
2006,12,1646528,LAS
2007,1,1625850,LAS
2007,2,1520831,LAS
2007,3,1843701,LAS
2007,4,1784150,LAS
2007,5,1838159,LAS
2007,6,1851110,LAS
2007,7,1900139,LAS
2007,8,1892959,LAS
2007,9,1708629,LAS
2007,10,1810917,LAS
2007,11,1673529,LAS
2007,12,1630878,LAS
2008,1,1599175,LAS
2008,2,1580111,LAS
2008,3,1851918,LAS
2008,4,1707404,LAS
2008,5,1776851,LAS
2008,6,1754604,LAS
2008,7,1746025,LAS
2008,8,1727212,LAS
2008,9,1507243,LAS
2008,10,1578004,LAS
2008,11,1436176,LAS
2008,12,1385793,LAS
2009,1,1351069,LAS
2009,2,1341869,LAS
2009,3,1646877,LAS
2009,4,1592761,LAS
2009,5,1592854,LAS
2009,6,1570293,LAS
2009,7,1594805,LAS
2009,8,1581742,LAS
2009,9,1494575,LAS
2009,10,1557715,LAS
2009,11,1458581,LAS
2009,12,1346139,LAS
2010,1,1353285,LAS
2010,2,1252660,LAS
2010,3,1573815,LAS
2010,4,1494961,LAS
2010,5,1567800,LAS
2010,6,1526961,LAS
2010,7,1563643,LAS
2010,8,1581372,LAS
2010,9,1443952,LAS
2010,10,1610890,LAS
2010,11,1454465,LAS
2010,12,1350636,LAS
2011,1,1435181,LAS
2011,2,1285146,LAS
2011,3,1581419,LAS
2011,4,1523448,LAS
2011,5,1643972,LAS
2011,6,1591291,LAS
2011,7,1631603,LAS
2011,8,1622460,LAS
2011,9,1550101,LAS
2011,10,1668399,LAS
2011,11,1479988,LAS
2011,12,1398145,LAS
2012,1,1426915,LAS
2012,2,1360644,LAS
2012,3,1604253,LAS
2012,4,1572902,LAS
2012,5,1616608,LAS
2012,6,1596017,LAS
2012,7,1627857,LAS
2012,8,1596097,LAS
2012,9,1500764,LAS
2012,10,1629585,LAS
2012,11,1461350,LAS
2012,12,1388103,LAS
2013,1,1388479,LAS
2013,2,1303008,LAS
2013,3,1612579,LAS
2013,4,1565466,LAS
2013,5,1640524,LAS
2013,6,1630618,LAS
2013,7,1614767,LAS
2013,8,1577227,LAS
2013,9,1525587,LAS
2013,10,1649844,LAS
2013,11,1460896,LAS
2013,12,1433515,LAS
2014,1,1449072,LAS
2014,2,1341212,LAS
2014,3,1661002,LAS
2014,4,1569786,LAS
2014,5,1642970,LAS
2014,6,1639854,LAS
2014,7,1625429,LAS
2014,8,1614346,LAS
2014,9,1552054,LAS
2014,10,1671608,LAS
2014,11,1500638,LAS
2014,12,1444360,LAS
2015,1,1457491,LAS
2015,2,1384573,LAS
2015,3,1701881,LAS
2015,4,1653460,LAS
2015,5,1749198,LAS
2015,6,1738403,LAS
2015,7,1775965,LAS
2015,8,1771282,LAS
2015,9,1635511,LAS
2015,10,1805783,LAS
2015,11,1671596,LAS
2015,12,1593694,LAS
2016,1,1596221,LAS
2016,2,1508235,LAS
2016,3,1799841,LAS
2016,4,1725535,LAS
2016,5,1815626,LAS
2016,6,1816707,LAS
2016,7,1828917,LAS
2016,8,1805580,LAS
2016,9,1748183,LAS
2016,10,1875471,LAS
2016,11,1713321,LAS
2016,12,1631430,LAS
2017,1,1646180,LAS
2017,2,1514767,LAS
2017,3,1850103,LAS
2017,4,1797345,LAS
2017,5,1860754,LAS
2017,6,1842063,LAS
2017,7,1907406,LAS
2017,8,1874424,LAS
2017,9,1764448,LAS
2017,10,1916833,LAS
2017,11,1728898,LAS
2017,12,1679218,LAS
2018,1,1676312,LAS
2018,2,1575251,LAS
2018,3,1896421,LAS
2018,4,1847151,LAS
2018,5,1910030,LAS
2018,6,1884053,LAS
2018,7,1942526,LAS
2018,8,1878506,LAS
2002,10,1584391,LAX
2002,11,1522333,LAX
2002,12,1703329,LAX
2003,1,1517819,LAX
2003,2,1359793,LAX
2003,3,1596890,LAX
2003,4,1552962,LAX
2003,5,1612036,LAX
2003,6,1786573,LAX
2003,7,1922016,LAX
2003,8,1935574,LAX
2003,9,1442395,LAX
2003,10,1562283,LAX
2003,11,1556539,LAX
2003,12,1689803,LAX
2004,1,1507158,LAX
2004,2,1475107,LAX
2004,3,1777029,LAX
2004,4,1813687,LAX
2004,5,1780922,LAX
2004,6,1946516,LAX
2004,7,2074232,LAX
2004,8,2078545,LAX
2004,9,1616600,LAX
2004,10,1741268,LAX
2004,11,1701516,LAX
2004,12,1758657,LAX
2005,1,1605493,LAX
2005,2,1467274,LAX
2005,3,1818118,LAX
2005,4,1704464,LAX
2005,5,1798725,LAX
2005,6,1939391,LAX
2005,7,2055964,LAX
2005,8,2033031,LAX
2005,9,1653004,LAX
2005,10,1705441,LAX
2005,11,1694115,LAX
2005,12,1720593,LAX
2006,1,1574335,LAX
2006,2,1479124,LAX
2006,3,1801087,LAX
2006,4,1797761,LAX
2006,5,1800739,LAX
2006,6,1947582,LAX
2006,7,2043036,LAX
2006,8,2019472,LAX
2006,9,1621930,LAX
2006,10,1724778,LAX
2006,11,1726812,LAX
2006,12,1786734,LAX
2007,1,1607153,LAX
2007,2,1498540,LAX
2007,3,1860164,LAX
2007,4,1826651,LAX
2007,5,1847406,LAX
2007,6,1995580,LAX
2007,7,2087248,LAX
2007,8,2121246,LAX
2007,9,1644719,LAX
2007,10,1753267,LAX
2007,11,1750143,LAX
2007,12,1773523,LAX
2008,1,1592544,LAX
2008,2,1532242,LAX
2008,3,1814625,LAX
2008,4,1733686,LAX
2008,5,1829683,LAX
2008,6,1961443,LAX
2008,7,2028005,LAX
2008,8,2022602,LAX
2008,9,1520214,LAX
2008,10,1621964,LAX
2008,11,1498081,LAX
2008,12,1619412,LAX
2009,1,1430889,LAX
2009,2,1345676,LAX
2009,3,1660896,LAX
2009,4,1672419,LAX
2009,5,1696267,LAX
2009,6,1855874,LAX
2009,7,1976827,LAX
2009,8,1952178,LAX
2009,9,1584158,LAX
2009,10,1685663,LAX
2009,11,1581536,LAX
2009,12,1682151,LAX
2010,1,1536125,LAX
2010,2,1376241,LAX
2010,3,1753492,LAX
2010,4,1726373,LAX
2010,5,1772082,LAX
2010,6,1957415,LAX
2010,7,2033895,LAX
2010,8,2044854,LAX
2010,9,1685182,LAX
2010,10,1796893,LAX
2010,11,1710005,LAX
2010,12,1771068,LAX
2011,1,1609702,LAX
2011,2,1474587,LAX
2011,3,1819697,LAX
2011,4,1820448,LAX
2011,5,1928013,LAX
2011,6,2080569,LAX
2011,7,2195514,LAX
2011,8,2164073,LAX
2011,9,1806812,LAX
2011,10,1871127,LAX
2011,11,1804587,LAX
2011,12,1864639,LAX
2012,1,1711549,LAX
2012,2,1621215,LAX
2012,3,1949639,LAX
2012,4,1892632,LAX
2012,5,1949002,LAX
2012,6,2102307,LAX
2012,7,2216144,LAX
2012,8,2223302,LAX
2012,9,1807584,LAX
2012,10,1872910,LAX
2012,11,1821117,LAX
2012,12,1852211,LAX
2013,1,1714369,LAX
2013,2,1583359,LAX
2013,3,1976624,LAX
2013,4,1928911,LAX
2013,5,2051053,LAX
2013,6,2234306,LAX
2013,7,2295509,LAX
2013,8,2266161,LAX
2013,9,1863099,LAX
2013,10,1981708,LAX
2013,11,1839776,LAX
2013,12,2083744,LAX
2014,1,1883198,LAX
2014,2,1686840,LAX
2014,3,2098247,LAX
2014,4,2048064,LAX
2014,5,2149139,LAX
2014,6,2315008,LAX
2014,7,2421922,LAX
2014,8,2380397,LAX
2014,9,1951767,LAX
2014,10,2070274,LAX
2014,11,1996507,LAX
2014,12,2123911,LAX
2015,1,1914433,LAX
2015,2,1778452,LAX
2015,3,2220762,LAX
2015,4,2135265,LAX
2015,5,2260168,LAX
2015,6,2438074,LAX
2015,7,2534715,LAX
2015,8,2487020,LAX
2015,9,2102806,LAX
2015,10,2254127,LAX
2015,11,2158771,LAX
2015,12,2269240,LAX
2016,1,2046201,LAX
2016,2,1933043,LAX
2016,3,2336773,LAX
2016,4,2252556,LAX
2016,5,2393821,LAX
2016,6,2695951,LAX
2016,7,2766897,LAX
2016,8,2661011,LAX
2016,9,2318270,LAX
2016,10,2407038,LAX
2016,11,2327993,LAX
2016,12,2369272,LAX
2017,1,2166049,LAX
2017,2,1957799,LAX
2017,3,2416016,LAX
2017,4,2402155,LAX
2017,5,2472770,LAX
2017,6,2689213,LAX
2017,7,2758325,LAX
2017,8,2700353,LAX
2017,9,2308627,LAX
2017,10,2481592,LAX
2017,11,2378209,LAX
2017,12,2411075,LAX
2018,1,2233929,LAX
2018,2,2075946,LAX
2018,3,2521043,LAX
2018,4,2478955,LAX
2018,5,2597684,LAX
2018,6,2763594,LAX
2018,7,2836222,LAX
2018,8,2770608,LAX
2002,10,900610,LGA
2002,11,884062,LGA
2002,12,942382,LGA
2003,1,768496,LGA
2003,2,709180,LGA
2003,3,834533,LGA
2003,4,893967,LGA
2003,5,938076,LGA
2003,6,958080,LGA
2003,7,1006841,LGA
2003,8,1008678,LGA
2003,9,810992,LGA
2003,10,976285,LGA
2003,11,935615,LGA
2003,12,953505,LGA
2004,1,769545,LGA
2004,2,826512,LGA
2004,3,947447,LGA
2004,4,1030478,LGA
2004,5,984105,LGA
2004,6,1021336,LGA
2004,7,1038569,LGA
2004,8,1069012,LGA
2004,9,873189,LGA
2004,10,1031534,LGA
2004,11,1012148,LGA
2004,12,1035878,LGA
2005,1,868025,LGA
2005,2,877549,LGA
2005,3,1044647,LGA
2005,4,1084323,LGA
2005,5,1086325,LGA
2005,6,1089183,LGA
2005,7,1118318,LGA
2005,8,1108851,LGA
2005,9,945121,LGA
2005,10,971427,LGA
2005,11,1005552,LGA
2005,12,1019433,LGA
2006,1,889166,LGA
2006,2,856042,LGA
2006,3,1058283,LGA
2006,4,1078388,LGA
2006,5,1079928,LGA
2006,6,1111257,LGA
2006,7,1103706,LGA
2006,8,1103506,LGA
2006,9,909989,LGA
2006,10,1013227,LGA
2006,11,1008155,LGA
2006,12,997736,LGA
2007,1,870327,LGA
2007,2,818658,LGA
2007,3,1007872,LGA
2007,4,1033824,LGA
2007,5,1060528,LGA
2007,6,1057646,LGA
2007,7,1096801,LGA
2007,8,1143378,LGA
2007,9,905268,LGA
2007,10,1006727,LGA
2007,11,976253,LGA
2007,12,919370,LGA
2008,1,814214,LGA
2008,2,798776,LGA
2008,3,951548,LGA
2008,4,954223,LGA
2008,5,987206,LGA
2008,6,973233,LGA
2008,7,1045667,LGA
2008,8,1035421,LGA
2008,9,813381,LGA
2008,10,910205,LGA
2008,11,813225,LGA
2008,12,881210,LGA
2009,1,685918,LGA
2009,2,680547,LGA
2009,3,824146,LGA
2009,4,879022,LGA
2009,5,877073,LGA
2009,6,914185,LGA
2009,7,1034808,LGA
2009,8,1033025,LGA
2009,9,865401,LGA
2009,10,948857,LGA
2009,11,896590,LGA
2009,12,911596,LGA
2010,1,753879,LGA
2010,2,689459,LGA
2010,3,962352,LGA
2010,4,975850,LGA
2010,5,1013093,LGA
2010,6,1015933,LGA
2010,7,1066327,LGA
2010,8,1099737,LGA
2010,9,939885,LGA
2010,10,1037748,LGA
2010,11,969356,LGA
2010,12,928146,LGA
2011,1,777171,LGA
2011,2,747344,LGA
2011,3,945079,LGA
2011,4,970037,LGA
2011,5,1023997,LGA
2011,6,1029592,LGA
2011,7,1067331,LGA
2011,8,1045938,LGA
2011,9,921129,LGA
2011,10,993143,LGA
2011,11,963731,LGA
2011,12,960583,LGA
2012,1,809313,LGA
2012,2,794891,LGA
2012,3,965765,LGA
2012,4,1036629,LGA
2012,5,1061869,LGA
2012,6,1056572,LGA
2012,7,1125493,LGA
2012,8,1195265,LGA
2012,9,979647,LGA
2012,10,1031281,LGA
2012,11,956994,LGA
2012,12,1054724,LGA
2013,1,916970,LGA
2013,2,847033,LGA
2013,3,1093938,LGA
2013,4,1038782,LGA
2013,5,1095281,LGA
2013,6,1091153,LGA
2013,7,1139522,LGA
2013,8,1172878,LGA
2013,9,957270,LGA
2013,10,1088324,LGA
2013,11,980035,LGA
2013,12,1096456,LGA
2014,1,874070,LGA
2014,2,793824,LGA
2014,3,1046360,LGA
2014,4,1091353,LGA
2014,5,1122697,LGA
2014,6,1115340,LGA
2014,7,1168189,LGA
2014,8,1173474,LGA
2014,9,977207,LGA
2014,10,1105269,LGA
2014,11,1014868,LGA
2014,12,1124994,LGA
2015,1,856233,LGA
2015,2,859733,LGA
2015,3,1093517,LGA
2015,4,1133232,LGA
2015,5,1160253,LGA
2015,6,1190178,LGA
2015,7,1269970,LGA
2015,8,1258173,LGA
2015,9,1077285,LGA
2015,10,1207247,LGA
2015,11,1116376,LGA
2015,12,1159015,LGA
2016,1,952412,LGA
2016,2,940003,LGA
2016,3,1194997,LGA
2016,4,1179402,LGA
2016,5,1223579,LGA
2016,6,1250835,LGA
2016,7,1251950,LGA
2016,8,1236943,LGA
2016,9,1083869,LGA
2016,10,1167033,LGA
2016,11,1133983,LGA
2016,12,1134117,LGA
2017,1,950587,LGA
2017,2,859324,LGA
2017,3,1113394,LGA
2017,4,1132123,LGA
2017,5,1185963,LGA
2017,6,1203532,LGA
2017,7,1211407,LGA
2017,8,1241801,LGA
2017,9,1050762,LGA
2017,10,1234005,LGA
2017,11,1174131,LGA
2017,12,1171000,LGA
2018,1,955257,LGA
2018,2,930804,LGA
2018,3,1144868,LGA
2018,4,1167189,LGA
2018,5,1234680,LGA
2018,6,1272594,LGA
2018,7,1290806,LGA
2018,8,1288184,LGA
2002,10,963671,MCO
2002,11,959769,MCO
2002,12,1008717,MCO
2003,1,998239,MCO
2003,2,935322,MCO
2003,3,1159957,MCO
2003,4,1065512,MCO
2003,5,1036026,MCO
2003,6,1033043,MCO
2003,7,1125936,MCO
2003,8,1110167,MCO
2003,9,798919,MCO
2003,10,1044190,MCO
2003,11,1068071,MCO
2003,12,1059379,MCO
2004,1,1112966,MCO
2004,2,1161765,MCO
2004,3,1342897,MCO
2004,4,1296031,MCO
2004,5,1264246,MCO
2004,6,1229087,MCO
2004,7,1289114,MCO
2004,8,1189465,MCO
2004,9,738756,MCO
2004,10,1186499,MCO
2004,11,1213514,MCO
2004,12,1210504,MCO
2005,1,1280823,MCO
2005,2,1240561,MCO
2005,3,1492942,MCO
2005,4,1384536,MCO
2005,5,1360350,MCO
2005,6,1303170,MCO
2005,7,1384916,MCO
2005,8,1250399,MCO
2005,9,1010012,MCO
2005,10,1218877,MCO
2005,11,1267834,MCO
2005,12,1275942,MCO
2006,1,1314135,MCO
2006,2,1212786,MCO
2006,3,1514036,MCO
2006,4,1477298,MCO
2006,5,1423899,MCO
2006,6,1358264,MCO
2006,7,1416149,MCO
2006,8,1300499,MCO
2006,9,1010615,MCO
2006,10,1198474,MCO
2006,11,1242983,MCO
2006,12,1261468,MCO
2007,1,1319030,MCO
2007,2,1246576,MCO
2007,3,1512929,MCO
2007,4,1505207,MCO
2007,5,1459008,MCO
2007,6,1429838,MCO
2007,7,1492300,MCO
2007,8,1444745,MCO
2007,9,1100356,MCO
2007,10,1303194,MCO
2007,11,1336309,MCO
2007,12,1332061,MCO
2008,1,1383289,MCO
2008,2,1367644,MCO
2008,3,1619419,MCO
2008,4,1500050,MCO
2008,5,1434543,MCO
2008,6,1397859,MCO
2008,7,1440962,MCO
2008,8,1346136,MCO
2008,9,941173,MCO
2008,10,1166661,MCO
2008,11,1147394,MCO
2008,12,1234577,MCO
2009,1,1216935,MCO
2009,2,1154517,MCO
2009,3,1443660,MCO
2009,4,1370772,MCO
2009,5,1280923,MCO
2009,6,1285151,MCO
2009,7,1360363,MCO
2009,8,1294854,MCO
2009,9,966668,MCO
2009,10,1153117,MCO
2009,11,1154401,MCO
2009,12,1202474,MCO
2010,1,1238257,MCO
2010,2,1122586,MCO
2010,3,1439449,MCO
2010,4,1399838,MCO
2010,5,1304209,MCO
2010,6,1311898,MCO
2010,7,1418428,MCO
2010,8,1326496,MCO
2010,9,1037584,MCO
2010,10,1254938,MCO
2010,11,1283386,MCO
2010,12,1301169,MCO
2011,1,1278271,MCO
2011,2,1176605,MCO
2011,3,1513751,MCO
2011,4,1392844,MCO
2011,5,1386114,MCO
2011,6,1318063,MCO
2011,7,1429027,MCO
2011,8,1267673,MCO
2011,9,1043585,MCO
2011,10,1232841,MCO
2011,11,1242164,MCO
2011,12,1256245,MCO
2012,1,1248267,MCO
2012,2,1220839,MCO
2012,3,1470741,MCO
2012,4,1412747,MCO
2012,5,1331485,MCO
2012,6,1319435,MCO
2012,7,1369082,MCO
2012,8,1267087,MCO
2012,9,1003314,MCO
2012,10,1170961,MCO
2012,11,1218039,MCO
2012,12,1235144,MCO
2013,1,1231937,MCO
2013,2,1157669,MCO
2013,3,1459884,MCO
2013,4,1352095,MCO
2013,5,1309954,MCO
2013,6,1314938,MCO
2013,7,1312466,MCO
2013,8,1242508,MCO
2013,9,974698,MCO
2013,10,1147492,MCO
2013,11,1174545,MCO
2013,12,1261007,MCO
2014,1,1223283,MCO
2014,2,1169972,MCO
2014,3,1468562,MCO
2014,4,1306463,MCO
2014,5,1327415,MCO
2014,6,1288270,MCO
2014,7,1324976,MCO
2014,8,1275575,MCO
2014,9,1006580,MCO
2014,10,1188487,MCO
2014,11,1237560,MCO
2014,12,1311291,MCO
2015,1,1322561,MCO
2015,2,1235516,MCO
2015,3,1535724,MCO
2015,4,1452470,MCO
2015,5,1390675,MCO
2015,6,1355275,MCO
2015,7,1417909,MCO
2015,8,1338641,MCO
2015,9,1100116,MCO
2015,10,1287968,MCO
2015,11,1388009,MCO
2015,12,1444564,MCO
2016,1,1456202,MCO
2016,2,1402743,MCO
2016,3,1662187,MCO
2016,4,1557037,MCO
2016,5,1521874,MCO
2016,6,1478265,MCO
2016,7,1542009,MCO
2016,8,1404696,MCO
2016,9,1211491,MCO
2016,10,1308655,MCO
2016,11,1470414,MCO
2016,12,1528755,MCO
2017,1,1563974,MCO
2017,2,1420060,MCO
2017,3,1766804,MCO
2017,4,1686650,MCO
2017,5,1605429,MCO
2017,6,1576336,MCO
2017,7,1687756,MCO
2017,8,1585328,MCO
2017,9,1100168,MCO
2017,10,1505786,MCO
2017,11,1553694,MCO
2017,12,1651008,MCO
2018,1,1682828,MCO
2018,2,1534878,MCO
2018,3,1875803,MCO
2018,4,1749579,MCO
2018,5,1724001,MCO
2018,6,1687787,MCO
2018,7,1747706,MCO
2018,8,1618656,MCO
2002,10,668576,MDW
2002,11,592723,MDW
2002,12,666624,MDW
2003,1,581017,MDW
2003,2,550601,MDW
2003,3,709773,MDW
2003,4,689931,MDW
2003,5,737701,MDW
2003,6,810021,MDW
2003,7,836571,MDW
2003,8,796213,MDW
2003,9,683014,MDW
2003,10,768736,MDW
2003,11,683626,MDW
2003,12,712988,MDW
2004,1,578770,MDW
2004,2,632643,MDW
2004,3,803440,MDW
2004,4,804632,MDW
2004,5,782278,MDW
2004,6,873121,MDW
2004,7,909646,MDW
2004,8,865128,MDW
2004,9,689755,MDW
2004,10,768195,MDW
2004,11,680355,MDW
2004,12,698320,MDW
2005,1,513752,MDW
2005,2,469204,MDW
2005,3,685410,MDW
2005,4,601516,MDW
2005,5,708030,MDW
2005,6,776629,MDW
2005,7,861682,MDW
2005,8,838200,MDW
2005,9,705393,MDW
2005,10,751434,MDW
2005,11,694492,MDW
2005,12,664311,MDW
2006,1,569469,MDW
2006,2,586087,MDW
2006,3,772062,MDW
2006,4,733661,MDW
2006,5,774583,MDW
2006,6,841072,MDW
2006,7,870203,MDW
2006,8,840623,MDW
2006,9,672253,MDW
2006,10,758766,MDW
2006,11,711332,MDW
2006,12,683509,MDW
2007,1,587793,MDW
2007,2,554373,MDW
2007,3,770006,MDW
2007,4,734131,MDW
2007,5,802965,MDW
2007,6,893070,MDW
2007,7,921877,MDW
2007,8,895669,MDW
2007,9,713632,MDW
2007,10,787574,MDW
2007,11,727010,MDW
2007,12,672721,MDW
