Year,Month,DOMESTIC,Code
2005,9,1479313,PHX
2005,10,1614379,PHX
2005,11,1609804,PHX
2005,12,1605146,PHX
2006,1,1553139,PHX
2006,2,1477726,PHX
2006,3,1809795,PHX
2006,4,1717340,PHX
2006,5,1723519,PHX
2006,6,1742990,PHX
2006,7,1750908,PHX
2006,8,1636922,PHX
2006,9,1451720,PHX
2006,10,1626043,PHX
2006,11,1612901,PHX
2006,12,1589413,PHX
2007,1,1555176,PHX
2007,2,1491938,PHX
2007,3,1841829,PHX
2007,4,1757658,PHX
2007,5,1771354,PHX
2007,6,1761130,PHX
2007,7,1762185,PHX
2007,8,1719642,PHX
2007,9,1471415,PHX
2007,10,1631854,PHX
2007,11,1568942,PHX
2007,12,1556428,PHX
2008,1,1496976,PHX
2008,2,1510426,PHX
2008,3,1797630,PHX
2008,4,1635951,PHX
2008,5,1651737,PHX
2008,6,1612430,PHX
2008,7,1617757,PHX
2008,8,1537258,PHX
2008,9,1339124,PHX
2008,10,1474530,PHX
2008,11,1374518,PHX
2008,12,1468420,PHX
2009,1,1367938,PHX
2009,2,1281623,PHX
2009,3,1630602,PHX
2009,4,1558291,PHX
2009,5,1519156,PHX
2009,6,1516013,PHX
2009,7,1564584,PHX
2009,8,1468554,PHX
2009,9,1328572,PHX
2009,10,1480354,PHX
2009,11,1423575,PHX
2009,12,1478295,PHX
2010,1,1393772,PHX
2010,2,1313782,PHX
2010,3,1655223,PHX
2010,4,1560051,PHX
2010,5,1543341,PHX
2010,6,1545697,PHX
2010,7,1532004,PHX
2010,8,1432066,PHX
2010,9,1351777,PHX
2010,10,1500355,PHX
2010,11,1474683,PHX
2010,12,1525026,PHX
2011,1,1474163,PHX
2011,2,1349772,PHX
2011,3,1733712,PHX
2011,4,1591362,PHX
2011,5,1662850,PHX
2011,6,1659325,PHX
2011,7,1654083,PHX
2011,8,1544731,PHX
2011,9,1408874,PHX
2011,10,1521054,PHX
2011,11,1512090,PHX
2011,12,1518960,PHX
2012,1,1455044,PHX
2012,2,1419277,PHX
2012,3,1727195,PHX
2012,4,1576916,PHX
2012,5,1607267,PHX
2012,6,1616662,PHX
2012,7,1629424,PHX
2012,8,1551620,PHX
2012,9,1344179,PHX
2012,10,1528176,PHX
2012,11,1500696,PHX
2012,12,1482623,PHX
2013,1,1443772,PHX
2013,2,1449984,PHX
2013,3,1724051,PHX
2013,4,1575893,PHX
2013,5,1617829,PHX
2013,6,1609958,PHX
2013,7,1577671,PHX
2013,8,1513481,PHX
2013,9,1360063,PHX
2013,10,1500742,PHX
2013,11,1448311,PHX
2013,12,1588321,PHX
2014,1,1499884,PHX
2014,2,1414710,PHX
2014,3,1830346,PHX
2014,4,1644889,PHX
2014,5,1678336,PHX
2014,6,1664245,PHX
2014,7,1674160,PHX
2014,8,1584353,PHX
2014,9,1384221,PHX
2014,10,1598532,PHX
2014,11,1567654,PHX
2014,12,1683119,PHX
2015,1,1520082,PHX
2015,2,1512412,PHX
2015,3,1915726,PHX
2015,4,1748435,PHX
2015,5,1758797,PHX
2015,6,1747357,PHX
2015,7,1795389,PHX
2015,8,1684600,PHX
2015,9,1508613,PHX
2015,10,1692734,PHX
2015,11,1625640,PHX
2015,12,1680499,PHX
2016,1,1597039,PHX
2016,2,1525934,PHX
2016,3,1879765,PHX
2016,4,1711880,PHX
2016,5,1759305,PHX
2016,6,1739161,PHX
2016,7,1683631,PHX
2016,8,1547408,PHX
2016,9,1475807,PHX
2016,10,1628726,PHX
2016,11,1626477,PHX
2016,12,1681035,PHX
2017,1,1580488,PHX
2017,2,1517712,PHX
2017,3,1930899,PHX
2017,4,1800332,PHX
2017,5,1788625,PHX
2017,6,1750675,PHX
2017,7,1692172,PHX
2017,8,1622821,PHX
2017,9,1459653,PHX
2017,10,1666636,PHX
2017,11,1652055,PHX
2017,12,1681525,PHX
2018,1,1602492,PHX
2018,2,1576132,PHX
2018,3,1980389,PHX
2018,4,1811995,PHX
2018,5,1831988,PHX
2018,6,1752499,PHX
2018,7,1727109,PHX
2018,8,1644276,PHX
2002,10,596485,SAN
2002,11,565392,SAN
2002,12,607662,SAN
2003,1,528855,SAN
2003,2,512902,SAN
2003,3,596167,SAN
2003,4,602708,SAN
2003,5,609541,SAN
2003,6,670917,SAN
2003,7,746254,SAN
2003,8,743983,SAN
2003,9,576348,SAN
2003,10,612811,SAN
2003,11,594580,SAN
2003,12,627516,SAN
2004,1,559911,SAN
2004,2,568137,SAN
2004,3,665254,SAN
2004,4,696629,SAN
2004,5,673807,SAN
2004,6,712957,SAN
2004,7,774532,SAN
2004,8,790620,SAN
2004,9,624340,SAN
2004,10,681709,SAN
2004,11,642792,SAN
2004,12,653067,SAN
2005,1,601256,SAN
2005,2,575107,SAN
2005,3,725175,SAN
2005,4,702384,SAN
2005,5,717577,SAN
2005,6,766437,SAN
2005,7,815379,SAN
2005,8,817801,SAN
2005,9,673931,SAN
2005,10,705040,SAN
2005,11,681813,SAN
2005,12,673032,SAN
2006,1,614680,SAN
2006,2,617024,SAN
2006,3,716862,SAN
2006,4,725087,SAN
2006,5,710721,SAN
2006,6,758015,SAN
2006,7,808879,SAN
2006,8,804610,SAN
2006,9,669213,SAN
2006,10,716887,SAN
2006,11,696553,SAN
2006,12,693124,SAN
2007,1,626189,SAN
2007,2,628728,SAN
2007,3,740648,SAN
2007,4,746219,SAN
2007,5,741642,SAN
2007,6,805427,SAN
2007,7,858713,SAN
2007,8,882372,SAN
2007,9,724847,SAN
2007,10,754277,SAN
2007,11,750030,SAN
2007,12,717798,SAN
2008,1,659072,SAN
2008,2,679364,SAN
2008,3,796657,SAN
2008,4,769922,SAN
2008,5,777617,SAN
2008,6,835183,SAN
2008,7,841557,SAN
2008,8,854517,SAN
2008,9,660814,SAN
2008,10,704868,SAN
2008,11,648687,SAN
2008,12,654175,SAN
2009,1,588233,SAN
2009,2,581109,SAN
2009,3,693074,SAN
2009,4,706729,SAN
2009,5,697559,SAN
2009,6,754759,SAN
2009,7,817215,SAN
2009,8,799971,SAN
2009,9,662577,SAN
2009,10,707336,SAN
2009,11,665425,SAN
2009,12,660014,SAN
2010,1,604334,SAN
2010,2,563080,SAN
2010,3,688343,SAN
2010,4,685959,SAN
2010,5,689070,SAN
2010,6,746844,SAN
2010,7,795027,SAN
2010,8,793937,SAN
2010,9,667230,SAN
2010,10,708283,SAN
2010,11,674187,SAN
2010,12,673080,SAN
2011,1,606931,SAN
2011,2,572323,SAN
2011,3,677713,SAN
2011,4,678727,SAN
2011,5,697535,SAN
2011,6,736565,SAN
2011,7,772085,SAN
2011,8,770609,SAN
2011,9,676278,SAN
2011,10,687817,SAN
2011,11,668726,SAN
2011,12,681417,SAN
2012,1,604522,SAN
2012,2,605488,SAN
2012,3,705831,SAN
2012,4,695595,SAN
2012,5,689889,SAN
2012,6,751977,SAN
2012,7,799525,SAN
2012,8,814580,SAN
2012,9,674649,SAN
2012,10,703869,SAN
2012,11,675219,SAN
2012,12,665676,SAN
2013,1,618019,SAN
2013,2,594572,SAN
2013,3,704753,SAN
2013,4,707146,SAN
2013,5,728757,SAN
2013,6,777931,SAN
2013,7,817748,SAN
2013,8,814920,SAN
2013,9,686258,SAN
2013,10,707009,SAN
2013,11,673977,SAN
2013,12,707758,SAN
2014,1,633172,SAN
2014,2,603266,SAN
2014,3,742605,SAN
2014,4,741877,SAN
2014,5,744547,SAN
2014,6,815660,SAN
2014,7,864274,SAN
2014,8,859419,SAN
2014,9,737838,SAN
2014,10,763790,SAN
2014,11,715470,SAN
2014,12,754214,SAN
2015,1,677341,SAN
2015,2,645194,SAN
2015,3,802142,SAN
2015,4,798369,SAN
2015,5,821273,SAN
2015,6,868237,SAN
2015,7,914548,SAN
2015,8,904795,SAN
2015,9,782268,SAN
2015,10,832911,SAN
2015,11,785865,SAN
2015,12,798515,SAN
2016,1,721839,SAN
2016,2,694496,SAN
2016,3,826543,SAN
2016,4,814917,SAN
2016,5,833933,SAN
2016,6,882456,SAN
2016,7,920835,SAN
2016,8,914764,SAN
2016,9,831315,SAN
2016,10,853510,SAN
2016,11,818378,SAN
2016,12,831929,SAN
2017,1,721645,SAN
2017,2,689112,SAN
2017,3,864903,SAN
2017,4,866915,SAN
2017,5,898991,SAN
2017,6,982174,SAN
2017,7,1022580,SAN
2017,8,1022492,SAN
2017,9,888063,SAN
2017,10,932541,SAN
2017,11,900571,SAN
2017,12,897478,SAN
2018,1,814319,SAN
2018,2,790818,SAN
2018,3,971325,SAN
2018,4,966600,SAN
2018,5,997544,SAN
2018,6,1078069,SAN
2018,7,1120748,SAN
2018,8,1094007,SAN
2002,10,916207,SEA
2002,11,854178,SEA
2002,12,1027647,SEA
2003,1,810326,SEA
2003,2,774837,SEA
2003,3,904072,SEA
2003,4,910822,SEA
2003,5,992129,SEA
2003,6,1154312,SEA
2003,7,1284843,SEA
2003,8,1314408,SEA
2003,9,987492,SEA
2003,10,948986,SEA
2003,11,908366,SEA
2003,12,1021628,SEA
2004,1,826236,SEA
2004,2,830863,SEA
2004,3,1019667,SEA
2004,4,1020371,SEA
2004,5,1044235,SEA
2004,6,1255642,SEA
2004,7,1358887,SEA
2004,8,1407725,SEA
2004,9,1098903,SEA
2004,10,1011453,SEA
2004,11,991698,SEA
2004,12,1065771,SEA
2005,1,888108,SEA
2005,2,845074,SEA
2005,3,1040846,SEA
2005,4,1026813,SEA
2005,5,1090781,SEA
2005,6,1265479,SEA
2005,7,1373576,SEA
2005,8,1401359,SEA
2005,9,1137642,SEA
2005,10,1039344,SEA
2005,11,1011614,SEA
2005,12,1072835,SEA
2006,1,917131,SEA
2006,2,886381,SEA
2006,3,1075128,SEA
2006,4,1066372,SEA
2006,5,1147223,SEA
2006,6,1323192,SEA
2006,7,1389439,SEA
2006,8,1412110,SEA
2006,9,1144537,SEA
2006,10,1067961,SEA
2006,11,1034109,SEA
2006,12,1088164,SEA
2007,1,923729,SEA
2007,2,883775,SEA
2007,3,1100412,SEA
2007,4,1097420,SEA
2007,5,1208808,SEA
2007,6,1351479,SEA
2007,7,1450863,SEA
2007,8,1486319,SEA
2007,9,1201184,SEA
2007,10,1150933,SEA
2007,11,1113100,SEA
2007,12,1155161,SEA
2008,1,996359,SEA
2008,2,996689,SEA
2008,3,1187164,SEA
2008,4,1112424,SEA
2008,5,1243599,SEA
2008,6,1399182,SEA
2008,7,1479950,SEA
2008,8,1516999,SEA
2008,9,1203441,SEA
2008,10,1141156,SEA
2008,11,1022753,SEA
2008,12,1103995,SEA
2009,1,930933,SEA
2009,2,908563,SEA
2009,3,1139130,SEA
2009,4,1068228,SEA
2009,5,1183243,SEA
2009,6,1341432,SEA
2009,7,1444320,SEA
2009,8,1453497,SEA
2009,9,1201569,SEA
2009,10,1130489,SEA
2009,11,1036456,SEA
2009,12,1128739,SEA
2010,1,954905,SEA
2010,2,895211,SEA
2010,3,1105311,SEA
2010,4,1047501,SEA
2010,5,1142114,SEA
2010,6,1333245,SEA
2010,7,1444478,SEA
2010,8,1456885,SEA
2010,9,1217637,SEA
2010,10,1149889,SEA
2010,11,1092604,SEA
2010,12,1167287,SEA
2011,1,990835,SEA
2011,2,928579,SEA
2011,3,1174099,SEA
2011,4,1100898,SEA
2011,5,1208753,SEA
2011,6,1375375,SEA
2011,7,1472834,SEA
2011,8,1500128,SEA
2011,9,1259634,SEA
2011,10,1153751,SEA
2011,11,1129912,SEA
2011,12,1194183,SEA
2012,1,982707,SEA
2012,2,983699,SEA
2012,3,1180559,SEA
2012,4,1126168,SEA
2012,5,1203543,SEA
2012,6,1388964,SEA
2012,7,1487415,SEA
2012,8,1500333,SEA
2012,9,1236922,SEA
2012,10,1155693,SEA
2012,11,1121010,SEA
2012,12,1170707,SEA
2013,1,1024073,SEA
2013,2,983458,SEA
2013,3,1192794,SEA
2013,4,1137687,SEA
2013,5,1255849,SEA
2013,6,1433511,SEA
2013,7,1549936,SEA
2013,8,1562472,SEA
2013,9,1270394,SEA
2013,10,1192701,SEA
2013,11,1093111,SEA
2013,12,1253570,SEA
2014,1,1059353,SEA
2014,2,1001389,SEA
2014,3,1214967,SEA
2014,4,1204716,SEA
2014,5,1296179,SEA
2014,6,1533121,SEA
2014,7,1670697,SEA
2014,8,1714870,SEA
2014,9,1381479,SEA
2014,10,1326791,SEA
2014,11,1219311,SEA
2014,12,1373679,SEA
2015,1,1180556,SEA
2015,2,1113548,SEA
2015,3,1374569,SEA
2015,4,1362556,SEA
2015,5,1487974,SEA
2015,6,1712182,SEA
2015,7,1877232,SEA
2015,8,1912172,SEA
2015,9,1552937,SEA
2015,10,1491063,SEA
2015,11,1382157,SEA
2015,12,1508794,SEA
2016,1,1297995,SEA
2016,2,1256271,SEA
2016,3,1529622,SEA
2016,4,1484864,SEA
2016,5,1635352,SEA
2016,6,1881634,SEA
2016,7,2015161,SEA
2016,8,2057429,SEA
2016,9,1679948,SEA
2016,10,1586543,SEA
2016,11,1510143,SEA
2016,12,1574435,SEA
2017,1,1372065,SEA
2017,2,1271930,SEA
2017,3,1609692,SEA
2017,4,1577544,SEA
2017,5,1710107,SEA
2017,6,1906816,SEA
2017,7,2041539,SEA
2017,8,2103765,SEA
2017,9,1713642,SEA
2017,10,1651745,SEA
2017,11,1560705,SEA
2017,12,1612801,SEA
2018,1,1409637,SEA
2018,2,1356498,SEA
2018,3,1687979,SEA
2018,4,1677545,SEA
2018,5,1812312,SEA
2018,6,2049112,SEA
2018,7,2216233,SEA
2018,8,2238745,SEA
2002,10,915470,SFO
2002,11,831029,SFO
2002,12,966707,SFO
2003,1,757505,SFO
2003,2,709874,SFO
2003,3,860106,SFO
2003,4,843806,SFO
2003,5,885800,SFO
2003,6,1015994,SFO
2003,7,1087004,SFO
2003,8,1098104,SFO
2003,9,849512,SFO
2003,10,924918,SFO
2003,11,888193,SFO
2003,12,953534,SFO
2004,1,785999,SFO
2004,2,784474,SFO
2004,3,957180,SFO
2004,4,989400,SFO
2004,5,1016174,SFO
2004,6,1142625,SFO
2004,7,1188024,SFO
2004,8,1172231,SFO
2004,9,977646,SFO
2004,10,1041457,SFO
2004,11,940864,SFO
2004,12,985818,SFO
2005,1,837042,SFO
2005,2,794207,SFO
2005,3,1003694,SFO
2005,4,952107,SFO
2005,5,1043063,SFO
2005,6,1163093,SFO
2005,7,1185206,SFO
2005,8,1164779,SFO
2005,9,999943,SFO
2005,10,1038618,SFO
2005,11,990079,SFO
2005,12,1000432,SFO
2006,1,850818,SFO
2006,2,811025,SFO
2006,3,996955,SFO
2006,4,1024419,SFO
2006,5,1024659,SFO
2006,6,1151932,SFO
2006,7,1176957,SFO
2006,8,1143716,SFO
2006,9,980847,SFO
2006,10,1036956,SFO
2006,11,984842,SFO
2006,12,997583,SFO
2007,1,857992,SFO
2007,2,827395,SFO
2007,3,1034809,SFO
2007,4,1059006,SFO
2007,5,1108669,SFO
2007,6,1219406,SFO
2007,7,1223040,SFO
2007,8,1266351,SFO
2007,9,1088715,SFO
2007,10,1158530,SFO
2007,11,1097266,SFO
2007,12,1079169,SFO
2008,1,916889,SFO
2008,2,944624,SFO
2008,3,1151845,SFO
2008,4,1131191,SFO
2008,5,1225800,SFO
2008,6,1325666,SFO
2008,7,1356716,SFO
2008,8,1367465,SFO
2008,9,1138972,SFO
2008,10,1199858,SFO
2008,11,1071915,SFO
2008,12,1128348,SFO
2009,1,967778,SFO
2009,2,912444,SFO
2009,3,1139042,SFO
2009,4,1168353,SFO
2009,5,1243222,SFO
2009,6,1344545,SFO
2009,7,1403735,SFO
2009,8,1400355,SFO
2009,9,1235532,SFO
2009,10,1284815,SFO
2009,11,1186995,SFO
2009,12,1218525,SFO
2010,1,1101452,SFO
2010,2,974046,SFO
2010,3,1215081,SFO
2010,4,1225088,SFO
2010,5,1280580,SFO
2010,6,1386547,SFO
2010,7,1402828,SFO
2010,8,1418437,SFO
2010,9,1283797,SFO
2010,10,1357595,SFO
2010,11,1252659,SFO
2010,12,1251298,SFO
2011,1,1077602,SFO
2011,2,1012511,SFO
2011,3,1229237,SFO
2011,4,1239366,SFO
2011,5,1347699,SFO
2011,6,1452955,SFO
2011,7,1486220,SFO
2011,8,1472134,SFO
2011,9,1368075,SFO
2011,10,1385693,SFO
2011,11,1309092,SFO
2011,12,1333805,SFO
2012,1,1183540,SFO
2012,2,1148012,SFO
2012,3,1343485,SFO
2012,4,1353705,SFO
2012,5,1417363,SFO
2012,6,1549090,SFO
2012,7,1580251,SFO
2012,8,1634071,SFO
2012,9,1398872,SFO
2012,10,1452490,SFO
2012,11,1345102,SFO
2012,12,1331370,SFO
2013,1,1174537,SFO
2013,2,1132204,SFO
2013,3,1387834,SFO
2013,4,1370595,SFO
2013,5,1469665,SFO
2013,6,1565048,SFO
2013,7,1527386,SFO
2013,8,1621479,SFO
2013,9,1408570,SFO
2013,10,1479370,SFO
2013,11,1355951,SFO
2013,12,1471885,SFO
2014,1,1265521,SFO
2014,2,1157507,SFO
2014,3,1445102,SFO
2014,4,1475097,SFO
2014,5,1545111,SFO
2014,6,1620861,SFO
2014,7,1642604,SFO
2014,8,1677272,SFO
2014,9,1466079,SFO
2014,10,1554456,SFO
2014,11,1416901,SFO
2014,12,1478449,SFO
2015,1,1303249,SFO
2015,2,1215713,SFO
2015,3,1527405,SFO
2015,4,1526384,SFO
2015,5,1621799,SFO
2015,6,1693746,SFO
2015,7,1755716,SFO
2015,8,1750187,SFO
2015,9,1580244,SFO
2015,10,1681369,SFO
2015,11,1551073,SFO
2015,12,1576830,SFO
2016,1,1348852,SFO
2016,2,1314959,SFO
2016,3,1597087,SFO
2016,4,1562407,SFO
2016,5,1692060,SFO
2016,6,1831928,SFO
2016,7,1867664,SFO
2016,8,1847614,SFO
2016,9,1677495,SFO
2016,10,1694169,SFO
2016,11,1618603,SFO
2016,12,1622782,SFO
2017,1,1354688,SFO
2017,2,1272236,SFO
2017,3,1633065,SFO
2017,4,1615999,SFO
2017,5,1701768,SFO
2017,6,1878786,SFO
2017,7,1959895,SFO
2017,8,1983282,SFO
2017,9,1730426,SFO
2017,10,1801204,SFO
2017,11,1746901,SFO
2017,12,1758942,SFO
2018,1,1467190,SFO
2018,2,1424501,SFO
2018,3,1743189,SFO
2018,4,1743952,SFO
2018,5,1821613,SFO
2018,6,1978438,SFO
2018,7,2030602,SFO
2018,8,2009653,SFO
2002,10,717649,SLC
2002,11,659370,SLC
2002,12,782694,SLC
2003,1,715684,SLC
2003,2,674259,SLC
2003,3,803929,SLC
2003,4,662086,SLC
2003,5,690150,SLC
2003,6,802649,SLC
2003,7,858117,SLC
2003,8,854157,SLC
2003,9,680714,SLC
2003,10,722985,SLC
2003,11,649355,SLC
2003,12,724930,SLC
2004,1,667261,SLC
2004,2,670099,SLC
2004,3,760944,SLC
2004,4,678061,SLC
2004,5,678079,SLC
2004,6,801027,SLC
2004,7,841712,SLC
2004,8,819183,SLC
2004,9,699994,SLC
2004,10,714457,SLC
2004,11,684990,SLC
2004,12,752391,SLC
2005,1,750662,SLC
2005,2,782974,SLC
2005,3,958368,SLC
2005,4,841036,SLC
2005,5,851156,SLC
2005,6,943857,SLC
2005,7,1020183,SLC
2005,8,997468,SLC
2005,9,827734,SLC
2005,10,842444,SLC
2005,11,799549,SLC
2005,12,782690,SLC
2006,1,798568,SLC
2006,2,739416,SLC
2006,3,908773,SLC
2006,4,800219,SLC
2006,5,792913,SLC
2006,6,896407,SLC
2006,7,952012,SLC
2006,8,939623,SLC
2006,9,796254,SLC
2006,10,823397,SLC
2006,11,766070,SLC
2006,12,818851,SLC
2007,1,830004,SLC
2007,2,750708,SLC
2007,3,916091,SLC
2007,4,827446,SLC
2007,5,834693,SLC
2007,6,942006,SLC
2007,7,985232,SLC
2007,8,998221,SLC
2007,9,818163,SLC
2007,10,827046,SLC
2007,11,769344,SLC
2007,12,784442,SLC
2008,1,820163,SLC
2008,2,798650,SLC
2008,3,920169,SLC
2008,4,797755,SLC
2008,5,813577,SLC
2008,6,881970,SLC
2008,7,930655,SLC
2008,8,918623,SLC
2008,9,716537,SLC
2008,10,742029,SLC
2008,11,654176,SLC
2008,12,728281,SLC
2009,1,728767,SLC
2009,2,693949,SLC
2009,3,834960,SLC
2009,4,779340,SLC
2009,5,781631,SLC
2009,6,899852,SLC
2009,7,995281,SLC
2009,8,962624,SLC
2009,9,776244,SLC
2009,10,778593,SLC
2009,11,698965,SLC
2009,12,743000,SLC
2010,1,750585,SLC
2010,2,693661,SLC
2010,3,830820,SLC
2010,4,764382,SLC
2010,5,767816,SLC
2010,6,873821,SLC
2010,7,936623,SLC
2010,8,924040,SLC
2010,9,799380,SLC
2010,10,816203,SLC
2010,11,733609,SLC
2010,12,777154,SLC
2011,1,755593,SLC
2011,2,696205,SLC
2011,3,842534,SLC
2011,4,765843,SLC
2011,5,785770,SLC
2011,6,843234,SLC
2011,7,898707,SLC
2011,8,893446,SLC
2011,9,769877,SLC
2011,10,777648,SLC
2011,11,716374,SLC
2011,12,738910,SLC
2012,1,732384,SLC
2012,2,701857,SLC
2012,3,841753,SLC
2012,4,763552,SLC
2012,5,767991,SLC
2012,6,832474,SLC
2012,7,876928,SLC
2012,8,898171,SLC
2012,9,753797,SLC
2012,10,778767,SLC
2012,11,712559,SLC
2012,12,727013,SLC
2013,1,725059,SLC
2013,2,674078,SLC
2013,3,850856,SLC
2013,4,773208,SLC
2013,5,790612,SLC
2013,6,853033,SLC
2013,7,886494,SLC
2013,8,900999,SLC
2013,9,778176,SLC
2013,10,793104,SLC
2013,11,694653,SLC
2013,12,751660,SLC
2014,1,748318,SLC
2014,2,708184,SLC
2014,3,884444,SLC
2014,4,803127,SLC
2014,5,822209,SLC
2014,6,889638,SLC
2014,7,934043,SLC
2014,8,927391,SLC
2014,9,818816,SLC
2014,10,848754,SLC
2014,11,746907,SLC
2014,12,797829,SLC
2015,1,793819,SLC
2015,2,758647,SLC
2015,3,933116,SLC
2015,4,830091,SLC
2015,5,843903,SLC
2015,6,915790,SLC
2015,7,963929,SLC
2015,8,958569,SLC
2015,9,841089,SLC
2015,10,886128,SLC
2015,11,794358,SLC
2015,12,822405,SLC
2016,1,816784,SLC
2016,2,795040,SLC
2016,3,940196,SLC
2016,4,840382,SLC
2016,5,902938,SLC
2016,6,975777,SLC
2016,7,1009790,SLC
2016,8,971432,SLC
2016,9,885280,SLC
2016,10,908728,SLC
2016,11,841520,SLC
2016,12,863088,SLC
2017,1,863710,SLC
2017,2,806866,SLC
2017,3,1002682,SLC
2017,4,876449,SLC
2017,5,925052,SLC
2017,6,981536,SLC
2017,7,1047147,SLC
2017,8,1042123,SLC
2017,9,909575,SLC
2017,10,942132,SLC
2017,11,879115,SLC
2017,12,877409,SLC
2018,1,889980,SLC
2018,2,856428,SLC
2018,3,1046230,SLC
2018,4,940258,SLC
2018,5,973796,SLC
2018,6,1026553,SLC
2018,7,1087968,SLC
2018,8,1102203,SLC
2002,10,571221,TPA
2002,11,585579,TPA
2002,12,651555,TPA
2003,1,588100,TPA
2003,2,576897,TPA
2003,3,743206,TPA
2003,4,678986,TPA
2003,5,633789,TPA
2003,6,607742,TPA
2003,7,646055,TPA
2003,8,606521,TPA
2003,9,502508,TPA
2003,10,585320,TPA
2003,11,618245,TPA
2003,12,647398,TPA
2004,1,604884,TPA
2004,2,660465,TPA
2004,3,824325,TPA
2004,4,780803,TPA
2004,5,724667,TPA
2004,6,704965,TPA
2004,7,707308,TPA
2004,8,641539,TPA
2004,9,507311,TPA
2004,10,651157,TPA
2004,11,711524,TPA
2004,12,732713,TPA
2005,1,716024,TPA
2005,2,717325,TPA
2005,3,924791,TPA
2005,4,862866,TPA
2005,5,820692,TPA
2005,6,778619,TPA
2005,7,791252,TPA
2005,8,709095,TPA
2005,9,619744,TPA
2005,10,667267,TPA
2005,11,749282,TPA
2005,12,745656,TPA
2006,1,734291,TPA
2006,2,713683,TPA
2006,3,906689,TPA
2006,4,853718,TPA
2006,5,802625,TPA
2006,6,758378,TPA
2006,7,738962,TPA
2006,8,682531,TPA
2006,9,590760,TPA
2006,10,687875,TPA
2006,11,755647,TPA
2006,12,748850,TPA
2007,1,729766,TPA
2007,2,711010,TPA
2007,3,892978,TPA
2007,4,877878,TPA
2007,5,825491,TPA
2007,6,787794,TPA
2007,7,787271,TPA
2007,8,741911,TPA
2007,9,596955,TPA
2007,10,689677,TPA
2007,11,738396,TPA
2007,12,731568,TPA
2008,1,723340,TPA
2008,2,723408,TPA
2008,3,937148,TPA
2008,4,849269,TPA
2008,5,777479,TPA
2008,6,763346,TPA
2008,7,752487,TPA
2008,8,668532,TPA
2008,9,521023,TPA
2008,10,644302,TPA
2008,11,634942,TPA
2008,12,676568,TPA
2009,1,617490,TPA
2009,2,649431,TPA
2009,3,831553,TPA
2009,4,782913,TPA
2009,5,692272,TPA
2009,6,683573,TPA
2009,7,710230,TPA
2009,8,647793,TPA
2009,9,529728,TPA
2009,10,613912,TPA
2009,11,630240,TPA
2009,12,656127,TPA
2010,1,615558,TPA
2010,2,596361,TPA
2010,3,795378,TPA
2010,4,770472,TPA
2010,5,677459,TPA
2010,6,677334,TPA
2010,7,682538,TPA
2010,8,636988,TPA
2010,9,538260,TPA
2010,10,631764,TPA
2010,11,656438,TPA
2010,12,653296,TPA
2011,1,604591,TPA
2011,2,580233,TPA
2011,3,816439,TPA
2011,4,751007,TPA
2011,5,708332,TPA
2011,6,687311,TPA
2011,7,700783,TPA
2011,8,619965,TPA
2011,9,536032,TPA
2011,10,620757,TPA
2011,11,658478,TPA
2011,12,658523,TPA
2012,1,614417,TPA
2012,2,619080,TPA
2012,3,801220,TPA
2012,4,753562,TPA
2012,5,678705,TPA
2012,6,680516,TPA
2012,7,694864,TPA
2012,8,640354,TPA
2012,9,537839,TPA
2012,10,616164,TPA
2012,11,663387,TPA
2012,12,666992,TPA
2013,1,631037,TPA
2013,2,622439,TPA
2013,3,832558,TPA
2013,4,758178,TPA
2013,5,695663,TPA
2013,6,680952,TPA
2013,7,674831,TPA
2013,8,625469,TPA
2013,9,520076,TPA
2013,10,610122,TPA
2013,11,642379,TPA
2013,12,704693,TPA
2014,1,641456,TPA
2014,2,619811,TPA
2014,3,861325,TPA
2014,4,788084,TPA
2014,5,729779,TPA
2014,6,688807,TPA
2014,7,699942,TPA
2014,8,642838,TPA
2014,9,545020,TPA
2014,10,633260,TPA
2014,11,668633,TPA
2014,12,722059,TPA
2015,1,688982,TPA
2015,2,672468,TPA
2015,3,897096,TPA
2015,4,844231,TPA
2015,5,767493,TPA
2015,6,736439,TPA
2015,7,750801,TPA
2015,8,684826,TPA
2015,9,600352,TPA
2015,10,684968,TPA
2015,11,739814,TPA
2015,12,754970,TPA
2016,1,719717,TPA
2016,2,709690,TPA
2016,3,900329,TPA
2016,4,810277,TPA
2016,5,771346,TPA
2016,6,731264,TPA
2016,7,721232,TPA
2016,8,651597,TPA
2016,9,588065,TPA
2016,10,669548,TPA
2016,11,743607,TPA
2016,12,753351,TPA
2017,1,731668,TPA
2017,2,698107,TPA
2017,3,912291,TPA
2017,4,854805,TPA
2017,5,793599,TPA
2017,6,760670,TPA
2017,7,770573,TPA
2017,8,704282,TPA
2017,9,517072,TPA
2017,10,720808,TPA
2017,11,795118,TPA
2017,12,829811,TPA
2018,1,811810,TPA
2018,2,785654,TPA
2018,3,1001927,TPA
2018,4,907730,TPA
2018,5,868275,TPA
2018,6,814922,TPA
2018,7,824684,TPA
2018,8,762875,TPA
